"Gender","Customer.Type","Age","Class","Flight.Distance","Inflight.wifi.service","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Baggage.handling","Checkin.service","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
"Female","Loyal Customer",50,"Business",4983,5,5,5,5,1,5,3,2,3,5,0,0,"satisfied"
"Female","disloyal Customer",23,"Eco",834,4,4,2,2,4,2,2,5,4,3,0,0,"satisfied"
"Male","Loyal Customer",8,"Eco",1009,2,2,4,2,2,5,2,1,1,1,3,32,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Business",2275,4,2,4,5,4,4,4,4,4,5,10,3,"satisfied"
"Female","Loyal Customer",65,"Eco Plus",787,2,2,3,4,1,4,3,3,3,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Eco",147,4,4,4,4,4,4,4,5,1,5,0,0,"satisfied"
"Male","Loyal Customer",27,"Business",2766,2,3,3,2,2,2,2,2,3,3,121,127,"neutral or dissatisfied"
"Female","Loyal Customer",14,"Eco Plus",522,1,1,4,5,1,5,5,4,4,3,0,5,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Eco Plus",1605,3,2,3,5,2,5,5,5,5,5,48,69,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Business",447,4,4,4,3,4,4,4,4,4,3,13,4,"satisfied"
"Female","Loyal Customer",42,"Eco",472,2,2,2,2,3,4,2,2,2,3,32,16,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Business",1653,1,1,1,3,4,5,5,5,5,3,31,37,"satisfied"
"Male","Loyal Customer",39,"Business",1460,2,2,2,4,4,5,4,4,4,5,0,21,"satisfied"
"Female","Loyal Customer",26,"Business",2677,3,3,3,4,5,4,4,5,5,3,20,0,"satisfied"
"Male","Loyal Customer",24,"Business",1222,1,1,1,5,5,5,5,3,1,4,21,26,"satisfied"
"Male","Loyal Customer",50,"Business",337,0,0,2,4,4,5,4,4,4,4,0,0,"satisfied"
"Male","Loyal Customer",64,"Eco",1099,3,3,3,1,3,1,1,4,3,4,0,3,"neutral or dissatisfied"
"Male","disloyal Customer",40,"Eco",141,1,1,3,2,1,2,2,3,3,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",58,"Business",3004,1,5,5,1,4,3,3,3,1,4,6,9,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Business",427,3,3,3,2,2,2,4,4,4,1,1,0,"satisfied"
"Male","Loyal Customer",66,"Eco",1416,1,1,2,4,1,1,4,4,3,5,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",23,"Eco",309,2,2,3,3,2,5,3,5,5,3,63,75,"neutral or dissatisfied"
"Female","Loyal Customer",55,"Business",3025,4,4,4,3,5,5,5,5,5,5,0,0,"satisfied"
"Female","disloyal Customer",55,"Eco",109,3,2,5,4,2,3,4,5,3,5,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",59,"Business",1849,2,2,2,3,5,4,5,5,5,5,0,7,"satisfied"
"Male","Loyal Customer",42,"Business",321,1,2,2,4,3,4,1,1,1,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",65,"Eco",216,3,0,3,1,0,1,1,4,5,4,5,1,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business",1999,5,5,5,2,3,4,5,5,5,3,23,0,"satisfied"
"Male","Loyal Customer",51,"Business",239,2,2,2,2,4,5,4,4,4,5,44,47,"satisfied"
"Female","Loyal Customer",33,"Eco",444,4,4,2,2,4,2,2,3,4,4,0,1,"neutral or dissatisfied"
"Female","Loyal Customer",70,"Eco",1303,2,2,3,4,4,4,1,1,1,4,7,5,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business",2867,3,5,3,4,5,4,5,5,5,4,0,0,"satisfied"
"Female","Loyal Customer",33,"Business",758,4,4,4,5,5,5,5,5,5,4,11,0,"satisfied"
"Female","Loyal Customer",57,"Business",1678,2,2,2,3,5,5,4,4,4,5,0,0,"satisfied"
"Female","Loyal Customer",49,"Eco",328,3,3,4,1,4,3,3,3,4,3,1,0,"neutral or dissatisfied"
"Male","Loyal Customer",70,"Business",458,4,4,4,3,4,5,4,4,4,4,0,4,"satisfied"
"Female","disloyal Customer",29,"Eco",622,4,4,2,2,4,2,2,5,3,5,0,6,"neutral or dissatisfied"
"Male","Loyal Customer",21,"Business",2666,2,2,2,4,4,4,4,3,4,5,0,1,"satisfied"
"Female","Loyal Customer",50,"Business",448,1,1,1,1,3,3,5,5,5,2,63,50,"satisfied"
"Male","Loyal Customer",37,"Eco",212,2,1,5,2,2,2,2,2,4,4,2,0,"neutral or dissatisfied"
"Female","disloyal Customer",23,"Business",436,2,2,4,5,2,5,5,1,3,1,71,52,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Eco",416,4,3,4,4,3,3,4,2,4,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Business",451,4,1,1,2,3,3,4,4,4,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",14,"Eco",651,5,5,2,5,5,5,5,4,1,3,24,27,"satisfied"
"Male","Loyal Customer",13,"Eco",475,0,0,1,2,0,2,2,2,3,5,0,0,"satisfied"
"Male","Loyal Customer",40,"Eco",140,3,3,3,4,3,4,4,1,3,2,4,0,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Eco",237,3,3,4,4,3,4,4,4,4,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",21,"Eco",251,2,2,3,3,2,3,3,1,5,2,1,0,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business",577,2,2,2,2,5,4,4,4,4,4,0,0,"satisfied"
"Male","Loyal Customer",52,"Eco",1079,1,1,5,1,1,1,1,3,5,3,27,10,"neutral or dissatisfied"
"Female","disloyal Customer",12,"Eco",1269,3,3,4,4,3,4,4,4,4,1,18,19,"neutral or dissatisfied"
"Male","Loyal Customer",25,"Business",399,2,4,2,4,4,4,4,2,4,4,0,0,"satisfied"
"Male","Loyal Customer",38,"Eco Plus",627,4,1,1,4,3,4,4,1,3,1,20,27,"neutral or dissatisfied"
"Female","disloyal Customer",36,"Eco",395,1,1,3,3,1,3,3,3,3,4,12,21,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Eco",1197,1,1,2,4,1,4,4,5,1,2,9,0,"neutral or dissatisfied"
"Female","Loyal Customer",18,"Business",354,3,5,3,5,5,5,5,3,4,4,15,18,"satisfied"
"Male","Loyal Customer",43,"Business",980,1,1,1,2,4,5,4,4,4,3,0,0,"satisfied"
"Female","Loyal Customer",42,"Eco",1204,3,3,2,5,1,4,5,5,5,3,12,2,"neutral or dissatisfied"
"Male","disloyal Customer",20,"Eco",1383,3,3,3,5,3,5,5,4,4,4,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",27,"Eco",456,1,1,1,2,1,2,2,5,1,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Eco",451,1,1,4,1,1,1,1,2,4,4,0,5,"neutral or dissatisfied"
"Male","Loyal Customer",19,"Eco",862,2,2,2,1,2,1,1,5,4,3,19,4,"neutral or dissatisfied"
"Female","disloyal Customer",24,"Business",1524,0,0,4,3,0,3,3,5,5,4,10,0,"satisfied"
"Male","Loyal Customer",33,"Eco",404,2,2,1,3,2,3,3,4,4,5,11,4,"neutral or dissatisfied"
"Female","Loyal Customer",27,"Business",1864,2,2,2,4,5,4,4,5,4,4,0,0,"satisfied"
"Female","Loyal Customer",30,"Business",1509,3,2,2,3,3,3,3,4,3,4,25,27,"neutral or dissatisfied"
"Female","disloyal Customer",50,"Business",1303,4,4,4,5,4,5,5,2,4,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Business",3711,2,2,2,5,4,4,4,4,4,3,12,28,"satisfied"
"Male","Loyal Customer",31,"Business",3252,1,2,2,1,2,1,1,1,3,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",18,"Eco",2419,4,4,3,4,4,4,1,3,4,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Eco",783,3,3,3,2,3,3,3,3,3,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",50,"Eco",587,5,5,4,5,5,5,5,4,4,2,0,6,"satisfied"
"Female","Loyal Customer",37,"Eco",383,1,1,1,1,1,1,1,2,3,1,2,0,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Business",672,4,4,4,1,3,4,4,4,4,2,14,16,"neutral or dissatisfied"
"Female","disloyal Customer",40,"Business",214,1,1,3,2,1,2,2,1,4,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Business",2540,0,0,5,5,4,5,4,4,4,4,14,11,"satisfied"
"Male","Loyal Customer",36,"Business",2418,5,4,4,3,2,3,5,5,5,3,22,16,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Business",2007,5,5,5,4,5,4,5,5,5,3,10,10,"satisfied"
"Male","Loyal Customer",32,"Business",321,3,5,5,3,3,3,3,1,4,2,0,12,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Business",3361,3,3,3,5,4,5,5,5,5,3,0,0,"satisfied"
"Female","Loyal Customer",22,"Business",1235,3,3,3,4,4,4,4,5,5,2,0,0,"satisfied"
"Female","disloyal Customer",23,"Business",547,5,5,1,4,5,3,4,3,5,5,0,0,"satisfied"
"Male","Loyal Customer",51,"Eco",391,5,1,4,4,1,4,4,5,2,1,0,0,"satisfied"
"Female","Loyal Customer",50,"Eco",761,1,1,4,5,3,3,4,4,4,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Business",562,2,4,2,1,3,4,4,4,4,3,4,0,"satisfied"
"Male","Loyal Customer",37,"Business",1542,2,2,2,4,4,4,5,5,5,2,0,0,"satisfied"
"Female","Loyal Customer",51,"Business",419,2,2,2,3,5,5,5,5,5,3,50,41,"satisfied"
"Female","Loyal Customer",12,"Business",733,3,3,3,3,3,3,3,2,4,1,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",52,"Business",530,3,3,3,4,3,5,4,3,4,4,0,0,"satisfied"
"Male","Loyal Customer",65,"Eco",1404,4,4,3,5,4,4,5,5,3,4,5,0,"neutral or dissatisfied"
"Female","Loyal Customer",55,"Eco",1013,2,2,4,5,4,4,4,4,5,4,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",25,"Eco",1274,3,3,2,3,2,2,2,4,2,2,131,111,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Eco",2562,2,2,3,1,2,5,1,4,2,3,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",27,"Eco",663,4,5,3,4,5,4,4,3,3,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",19,"Eco",2227,1,1,4,1,2,3,4,4,4,3,7,14,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Business",628,1,5,1,3,4,5,3,3,3,5,0,0,"satisfied"
"Male","Loyal Customer",11,"Eco",199,3,0,2,4,0,4,4,5,5,3,14,14,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Eco",163,2,5,5,2,2,2,2,4,4,1,32,27,"neutral or dissatisfied"
"Female","Loyal Customer",7,"Eco Plus",2614,2,2,2,2,4,4,4,5,4,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Business",3924,5,5,5,5,5,4,4,4,4,4,23,13,"satisfied"
"Female","Loyal Customer",47,"Business",2975,5,5,5,3,4,5,3,3,3,5,0,0,"satisfied"
"Female","Loyal Customer",33,"Eco",181,1,1,3,4,1,4,4,1,3,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",50,"Eco",2174,2,2,4,5,2,5,5,4,4,4,23,0,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Business",235,0,0,3,1,1,1,4,3,5,1,319,363,"satisfied"
"Male","Loyal Customer",58,"Business",944,1,1,1,4,4,5,3,3,3,5,0,0,"satisfied"
"Male","Loyal Customer",59,"Business",355,1,1,4,1,4,3,3,3,1,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",13,"Eco",762,2,3,3,3,3,3,3,4,3,4,3,33,"neutral or dissatisfied"
"Male","disloyal Customer",29,"Business",1096,1,1,3,2,1,2,2,4,4,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Eco Plus",531,3,1,1,4,3,3,3,3,3,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",22,"Eco",255,4,4,5,5,4,5,5,4,5,5,8,6,"satisfied"
"Male","disloyal Customer",25,"Eco",671,2,2,4,2,2,2,2,4,4,3,21,3,"neutral or dissatisfied"
"Male","Loyal Customer",37,"Business",463,5,4,5,4,2,3,4,4,4,5,1,0,"satisfied"
"Male","Loyal Customer",65,"Eco",1400,3,3,1,3,3,3,3,5,3,5,8,24,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Business",3797,4,4,4,2,5,4,5,5,5,5,0,0,"satisfied"
"Male","Loyal Customer",58,"Eco",306,1,1,4,1,1,1,1,4,3,2,3,7,"neutral or dissatisfied"
"Male","disloyal Customer",21,"Eco",258,4,4,2,1,4,1,1,3,3,1,20,20,"neutral or dissatisfied"
"Male","Loyal Customer",62,"Eco",1005,3,2,3,2,2,2,2,5,5,4,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",15,"Eco",312,3,3,3,5,3,5,5,4,4,4,75,87,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Eco",145,4,2,5,4,4,4,4,1,1,3,122,116,"satisfied"
"Male","Loyal Customer",47,"Eco",370,3,3,4,3,3,3,3,1,2,4,40,43,"neutral or dissatisfied"
"Female","Loyal Customer",58,"Eco",405,2,2,3,2,5,4,2,2,2,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",19,"Eco Plus",347,5,4,4,5,5,5,5,4,3,4,6,0,"satisfied"
"Female","Loyal Customer",60,"Eco",325,1,1,4,3,1,5,3,3,3,2,8,4,"neutral or dissatisfied"
"Female","disloyal Customer",22,"Eco",1276,3,3,1,5,3,5,5,5,4,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",65,"Eco",2475,2,2,3,2,5,5,3,1,4,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Eco",1482,2,2,2,3,2,3,3,2,2,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",50,"Eco",1598,1,1,4,1,1,1,1,4,3,5,3,0,"neutral or dissatisfied"
"Male","disloyal Customer",41,"Business",361,3,3,5,3,2,3,1,2,4,3,178,167,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business",829,2,2,2,5,5,5,4,4,4,4,0,0,"satisfied"
"Female","Loyal Customer",45,"Business",258,5,5,5,2,5,4,5,5,5,3,22,17,"satisfied"
"Female","Loyal Customer",41,"Eco Plus",628,2,3,1,3,1,5,2,2,1,5,7,33,"neutral or dissatisfied"
"Female","disloyal Customer",37,"Eco",462,2,2,4,5,2,5,5,1,4,3,3,8,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Business",631,5,3,5,5,5,5,4,4,4,5,22,26,"satisfied"
"Male","Loyal Customer",54,"Business",502,5,5,5,3,5,5,4,4,4,4,5,31,"satisfied"
"Male","Loyal Customer",52,"Business",3661,2,2,2,2,4,4,4,4,4,4,1,0,"satisfied"
"Female","Loyal Customer",57,"Business",2043,2,2,2,5,5,4,5,5,5,3,31,17,"satisfied"
"Male","Loyal Customer",12,"Eco Plus",837,2,3,4,2,3,3,2,4,5,4,13,15,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business",113,5,5,5,5,1,5,4,4,5,1,25,21,"satisfied"
"Female","Loyal Customer",8,"Eco",789,3,3,4,3,3,3,3,4,3,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",71,"Eco Plus",632,1,5,5,1,1,1,1,3,3,1,73,89,"neutral or dissatisfied"
"Male","disloyal Customer",24,"Eco",1130,2,2,4,2,5,1,4,2,4,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",53,"Business",3882,3,3,3,2,5,5,4,4,4,5,40,36,"satisfied"
"Female","Loyal Customer",49,"Eco",1121,2,2,2,5,3,4,2,2,2,4,49,32,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Eco",762,4,3,4,4,3,4,4,3,3,2,47,78,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Business",632,2,2,2,5,4,4,3,3,3,4,0,0,"satisfied"
"Female","Loyal Customer",33,"Eco",259,3,2,2,3,3,3,3,1,3,2,6,2,"neutral or dissatisfied"
"Female","Loyal Customer",55,"Business",1535,1,1,1,2,4,4,3,3,3,4,0,0,"satisfied"
"Female","Loyal Customer",27,"Eco",1723,1,1,2,2,1,2,2,4,4,4,0,5,"neutral or dissatisfied"
"Female","disloyal Customer",23,"Business",370,4,4,5,4,4,4,4,4,5,4,0,0,"satisfied"
"Female","disloyal Customer",36,"Eco",398,3,3,3,1,3,1,1,1,1,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Eco",1342,1,1,1,1,4,4,1,1,1,4,31,4,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Eco",224,3,3,4,5,4,4,2,2,2,5,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Business",2265,3,3,3,4,1,1,3,3,3,4,0,0,"satisfied"
"Female","Loyal Customer",41,"Eco",748,1,1,1,2,1,2,2,5,4,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Business",1076,1,1,1,3,4,5,2,2,2,3,95,60,"satisfied"
"Male","Loyal Customer",39,"Eco Plus",447,3,3,3,4,3,4,4,3,4,3,3,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business",3059,0,0,3,2,5,5,4,4,4,5,0,8,"satisfied"
"Female","Loyal Customer",15,"Eco",1121,2,1,3,4,1,4,4,4,4,4,8,7,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Eco",936,2,2,3,2,4,4,5,5,5,4,14,12,"neutral or dissatisfied"
"Male","Loyal Customer",17,"Eco Plus",302,2,5,5,2,2,3,2,1,3,3,21,4,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Eco",235,2,2,4,1,4,3,3,3,2,3,74,94,"neutral or dissatisfied"
"Male","Loyal Customer",61,"Eco",1535,2,4,4,2,2,2,2,1,4,3,16,11,"neutral or dissatisfied"
"Female","Loyal Customer",16,"Business",634,4,4,4,5,5,5,5,1,1,1,0,0,"satisfied"
"Male","Loyal Customer",50,"Business",689,3,3,3,5,2,2,3,3,3,3,25,39,"neutral or dissatisfied"
"Female","disloyal Customer",24,"Eco",678,3,3,2,3,5,5,2,5,2,5,74,147,"neutral or dissatisfied"
"Male","Loyal Customer",10,"Business",899,2,2,1,5,2,5,5,5,5,4,48,41,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Business",1045,2,2,1,5,5,4,3,3,3,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business",1481,3,1,1,3,4,4,3,3,3,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",50,"Eco",397,2,4,2,2,4,2,2,3,4,3,2,0,"neutral or dissatisfied"
"Male","Loyal Customer",72,"Eco",501,1,1,1,1,1,1,1,3,3,1,10,10,"neutral or dissatisfied"
"Female","Loyal Customer",37,"Business",3977,2,2,2,2,5,4,4,4,4,4,0,0,"satisfied"
"Female","Loyal Customer",29,"Eco",83,5,5,3,1,5,1,1,5,4,5,0,0,"satisfied"
"Female","Loyal Customer",40,"Business",2374,2,2,2,4,4,5,5,5,5,3,0,0,"satisfied"
"Male","Loyal Customer",28,"Business",1197,1,1,1,5,5,5,5,5,5,4,1,0,"satisfied"
"Female","Loyal Customer",34,"Business",2129,3,3,3,4,2,3,3,3,3,4,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",27,"Business",409,4,5,3,2,5,2,2,3,5,5,0,32,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Business",728,5,2,5,2,5,4,5,5,5,5,5,9,"satisfied"
"Female","disloyal Customer",24,"Eco",516,0,0,5,3,0,3,3,1,2,1,0,0,"satisfied"
"Male","disloyal Customer",39,"Eco",1357,2,2,2,1,2,1,1,4,3,1,0,23,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Eco Plus",641,1,4,4,1,2,1,1,3,4,3,0,2,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Business",2585,5,5,5,4,4,4,4,4,5,4,6,0,"satisfied"
"Female","Loyal Customer",24,"Business",2719,2,2,4,2,2,2,2,1,4,3,30,33,"neutral or dissatisfied"
"Female","Loyal Customer",38,"Business",3055,1,4,1,4,5,5,5,5,5,5,0,70,"satisfied"
"Female","Loyal Customer",46,"Business",308,3,3,3,3,4,4,4,4,4,4,21,7,"satisfied"
"Female","Loyal Customer",39,"Eco",432,3,3,4,3,4,3,3,1,1,3,0,0,"satisfied"
"Male","Loyal Customer",40,"Business",1013,3,3,4,1,4,4,2,2,2,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Eco",238,3,0,2,3,0,3,3,1,2,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business",3626,3,3,3,5,5,4,4,4,4,4,0,0,"satisfied"
"Female","Loyal Customer",62,"Eco",861,3,3,3,4,5,4,4,4,1,3,10,17,"neutral or dissatisfied"
"Female","Loyal Customer",69,"Eco",2556,2,2,3,3,3,4,1,1,1,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Business",2205,3,3,3,5,5,5,5,5,5,3,0,0,"satisfied"
"Male","Loyal Customer",47,"Eco",508,3,3,3,3,3,3,3,3,3,1,0,2,"satisfied"
"Female","Loyal Customer",25,"Eco",693,2,2,4,3,2,3,3,3,5,3,12,29,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Eco Plus",1117,2,2,3,1,2,1,1,4,4,1,24,0,"neutral or dissatisfied"
"Male","disloyal Customer",59,"Eco",125,2,2,4,5,2,2,5,2,5,1,35,29,"neutral or dissatisfied"
"Female","Loyal Customer",54,"Business",605,3,3,2,3,5,4,5,5,5,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Eco",583,2,1,1,2,2,2,2,1,3,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",21,"Eco",140,3,3,2,3,3,3,2,2,3,3,144,133,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Eco",356,3,2,2,2,2,5,2,5,5,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Eco",457,4,2,2,4,4,4,4,5,2,5,1,0,"satisfied"
"Male","Loyal Customer",30,"Eco",1055,3,3,4,5,3,1,5,3,5,4,38,52,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Eco",677,3,3,3,3,3,3,3,3,3,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",14,"Eco",431,3,3,1,1,3,1,1,2,3,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",27,"Eco",965,3,3,3,3,3,1,3,3,2,3,0,1,"neutral or dissatisfied"
"Female","Loyal Customer",55,"Eco",1145,3,3,4,3,4,4,5,5,5,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Eco Plus",247,3,0,3,4,4,5,5,5,5,3,8,2,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Eco",533,4,4,3,3,3,4,2,2,2,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",61,"Eco",1916,4,4,3,4,5,4,2,2,5,5,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business",3434,3,3,3,4,4,4,4,4,4,5,0,9,"satisfied"
"Male","Loyal Customer",56,"Business",3037,4,4,4,2,4,5,4,4,4,3,0,0,"satisfied"
"Male","disloyal Customer",50,"Eco",1024,3,3,1,1,3,1,1,1,4,1,1,21,"neutral or dissatisfied"
"Female","disloyal Customer",54,"Eco",375,3,3,3,4,3,4,4,5,5,1,9,0,"neutral or dissatisfied"
"Female","disloyal Customer",20,"Eco",447,1,1,4,2,1,2,2,4,4,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",24,"Business",1609,3,3,3,5,5,5,5,4,3,3,0,0,"satisfied"
"Female","Loyal Customer",48,"Business",481,1,1,1,2,4,5,4,4,4,3,1,0,"satisfied"
"Female","Loyal Customer",26,"Business",3198,1,1,1,4,4,4,4,1,4,2,0,0,"satisfied"
"Male","Loyal Customer",53,"Business",3993,5,5,5,2,4,5,4,4,4,4,1,6,"satisfied"
"Male","Loyal Customer",45,"Eco",488,2,2,2,2,2,2,2,4,4,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Business",421,5,5,5,1,1,5,1,1,1,5,21,14,"satisfied"
"Male","Loyal Customer",47,"Eco",1212,4,3,3,4,4,4,4,1,2,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",68,"Eco Plus",771,4,5,5,2,3,1,4,4,4,3,0,0,"satisfied"
"Female","Loyal Customer",36,"Business",3341,3,2,2,2,4,3,3,3,3,4,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",37,"Eco Plus",607,2,3,4,3,3,1,3,3,5,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Eco",371,2,2,4,1,2,1,1,4,1,1,27,22,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Business",3048,5,5,5,4,5,5,2,2,2,3,0,0,"satisfied"
"Female","Loyal Customer",12,"Eco",591,2,2,2,2,2,2,2,4,5,5,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Business",1728,2,2,2,3,5,5,4,4,4,5,0,9,"satisfied"
"Female","Loyal Customer",42,"Business",2283,2,2,2,4,5,4,4,4,4,4,0,0,"satisfied"
"Male","Loyal Customer",31,"Eco",1091,3,3,1,3,3,4,3,5,4,1,84,78,"neutral or dissatisfied"
"Male","Loyal Customer",37,"Business",712,4,4,4,5,5,4,4,4,4,5,0,1,"satisfied"
"Female","Loyal Customer",37,"Eco Plus",1999,3,3,2,2,3,2,2,2,1,3,6,0,"neutral or dissatisfied"
"Female","Loyal Customer",26,"Eco",447,1,5,4,4,5,4,4,5,5,5,18,14,"neutral or dissatisfied"
"Male","Loyal Customer",17,"Eco",936,2,2,1,1,2,5,1,3,4,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Business",1972,2,2,2,5,5,5,5,5,5,3,2,0,"satisfied"
"Male","Loyal Customer",37,"Eco",163,2,2,3,3,2,4,3,5,4,5,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",72,"Business",2075,2,2,2,5,5,5,4,4,4,3,3,2,"satisfied"
"Female","Loyal Customer",42,"Business",2475,1,1,1,3,4,4,5,5,5,3,0,0,"satisfied"
"Female","Loyal Customer",46,"Eco",160,2,0,3,5,3,3,5,5,5,3,0,2,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Eco",588,4,4,2,3,4,3,3,5,4,3,28,17,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Business",2307,3,3,3,3,4,4,4,4,4,3,41,41,"satisfied"
"Female","disloyal Customer",23,"Eco",462,3,3,2,3,3,3,3,1,1,3,23,24,"neutral or dissatisfied"
"Female","Loyal Customer",27,"Business",342,0,0,5,5,5,5,5,5,4,4,0,0,"satisfied"
"Male","Loyal Customer",47,"Business",2422,2,2,2,2,5,5,4,4,4,4,0,0,"satisfied"
"Male","Loyal Customer",51,"Business",631,4,4,4,2,5,5,4,4,4,4,71,65,"satisfied"
"Male","Loyal Customer",56,"Business",1086,3,5,5,4,3,3,3,3,3,2,0,104,"neutral or dissatisfied"
"Male","Loyal Customer",33,"Business",2884,4,4,4,5,5,5,5,1,1,5,9,0,"satisfied"
"Female","Loyal Customer",34,"Business",1607,3,4,3,4,4,5,2,2,2,3,0,0,"satisfied"
"Female","Loyal Customer",44,"Business",1549,2,2,2,3,2,1,4,4,4,2,0,0,"satisfied"
